,doc_id,sentence_id,sentence_text,sno
19,-1410587238,3,"['4-10', '.']",20
20,-1410587238,4,"['Interestingly', ',', 'the', 'model', 'is', 'particularly', 'sensitive', 'to', 'variations', 'in', 'the', 'value', 'of', 'alpha', 'and', 'of', 'epsilon', '.']",21
21,-1410587238,5,"['Increasing', 'alpha', 'significantly', 'increases', 'all', 'the', 'curves', '(', 'Extended', 'Data', 'Fig.', '4', ')', '.']",22
22,-1410587238,6,"['Also', 'increasing', 'the', 'other', 'transmission', 'parameters', ',', 'beta', ',', 'gamma', 'and', 'delta', ',', 'increases', 'all', 'the', 'curves', '-', '-', 'that', 'is', ',', 'increases', 'the', 'values', 'of', 'all', 'the', 'variables', ',', 'point', 'by', 'point', ',', 'over', 'time', '(', 'Extended', 'Data', 'Figs', '.']",23
23,-1410587238,7,"['5-7', ')', ',', 'although', 'the', 'sensitivity', 'is', 'smaller', '.']",24
24,-1410587238,8,"['All', 'these', 'parameters', 'can', 'be', 'decreased', 'by', 'policymakers', ',', 'by', 'enforcing', 'lockdown', 'and', 'social-distancing', 'measures', ',', 'and', 'stringent', 'safety', 'procedures', 'in', 'hospitals', 'and', 'for', 'home', 'assistance', 'of', 'diagnosed', 'infected', '.']",25
25,-1410587238,9,"['Conversely', ',', 'increasing', 'epsilon', 'significantly', 'decreases', 'all', 'the', 'curves', '(', 'Extended', 'Data', 'Fig.', '8)', '.']",26
26,-1410587238,10,"['Also', 'increasing', 'the', 'other', 'testing', 'parameter', 'theta', 'decreases', 'all', 'the', 'curves', '-', '-', 'that', 'is', ',', 'decreases', 'the', 'values', 'of', 'all', 'the', 'variables', ',', 'point', 'by', 'point', ',', 'over', 'time', '(', 'Extended', 'Data', 'Fig.', '9', ')', ',', 'but', 'the', 'sensitivity', 'is', 'smaller', '.']",27
27,-1410587238,11,"['These', 'two', 'parameters', 'can', 'be', 'increased', 'by', 'policymakers', 'by', 'enforcing', 'population-wide', 'testing', 'and', 'contact', 'tracing', ',', 'focused', 'on', 'discovering', ',', 'respectively', ',', 'asymptomatic', 'and', 'symptomatic', 'infections', '.']",28
28,-1410587238,12,"['Discovering', 'infected', 'people', 'at', 'an', 'earlier', 'stage', 'appears', 'to', 'help', 'reduce', 'the', 'contagion', 'more', '.']",29
29,-1410587238,13,"['The', 'other', 'parameters', 'are', 'harder', 'to', 'control', 'with', 'prevention', 'and', 'mitigation', 'strategies', '(', 'Extended', 'Data', 'Fig.', '10', ')', '.']",30
30,-1410587238,14,"['Increasing', 'zeta', 'and', 'eta', 'decreases', 'the', 'final', 'number', 'of', 'infected', 'and', 'recovered', ',', 'but', 'also', 'increases', 'the', 'number', 'of', 'deaths', ';', 'the', 'number', 'of', 'symptomatic', 'and', 'life-threatening', 'infections', 'initially', 'increases', ',', 'to', 'decrease', 'afterwards', '.']",31
31,-1410587238,15,"['Increasing', 'mu', 'and', 'nu', 'decreases', 'the', 'final', 'number', 'of', 'infected', 'and', 'recovered', ',', 'but', 'also', 'increases', 'the', 'number', 'of', 'deaths', ';', 'the', 'number', 'of', 'life-threatening', 'infections', 'initially', 'increases', ',', 'to', 'decrease', 'afterwards', '.']",32
32,-1410587238,16,"['Increasing', 'lambda', ',', 'as', 'well', 'as', 'the', 'other', 'healing', 'parameters', 'rho', ',', 'kappa', ',', 'xi', 'and', 'sigma', ',', 'decreases', 'all', 'the', 'curves', ',', 'apart', 'from', 'the', 'curve', 'of', 'recovered', 'patients', ',', 'which', 'initially', 'increases', '(', 'due', 'to', 'a', 'higher', 'recovery', 'rate', ')', 'and', 'then', 'eventually', 'decreases', '(', 'due', 'to', 'fewer', 'infections', 'overall', ')', '.']",33
33,-1410587238,17,"['Increasing', 'tau', 'leaves', 'all', 'the', 'curves', 'almost', 'unaffected', ',', 'apart', 'from', 'the', 'curve', 'of', 'life-threatened', 'infected', ',', 'which', 'is', 'decreased', ',', 'also', 'leading', 'to', 'a', 'small', 'decrease', 'in', 'the', 'curve', 'of', 'all', 'infected', 'cases', ',', 'a', 'decrease', 'in', 'the', 'curve', 'of', 'recovered', 'and', 'an', 'increase', 'in', 'the', 'curve', 'of', 'deaths', '.']",34
34,-1414662098,0,"['E', '(', '1/4', ')', 'E', '0d', 'th', 'Th', 'fE', 'Th', 'Re', 's', '0d', 'th', 'S', 'D', 'th', 'd22Th', 'where', 'F0', '=', '-', 'cTF-1x', '(', '0', ')', ',', 'fH', '=', '-', 'fTF-1x', '(', '0', ')', ',', 'fE', '=', '-', 'dTF-1x', '(', '0', ')', ',', 'RH', '=', '-', 'fTF-1b', 'and', 're', '=', '-', 'dTF-1b', '.']",35
35,-1414662098,1,"[',', 'namely', 'Proof', 'of', 'proposition', '3', '.']",36
36,-1414662098,2,"['From', 'expression', '(', '14', ')', ',', 'we', 'have', '_', 's', 'TD', 'th', '=', 's', 'TD', 'th', '(', '1/4', ')', 'yS', 'TD', 'th', 'D', 'th', 'i', '.']",37
37,-1414662098,3,"['By', 'integration', 'we', 'have', 'dt', 'yS', 'td', 'Th', '(', '1/4', ')', 'd', 'log', 'S', 'td', 'Th', 'I', 'S', 'yS', 'phid', 'Thdphi', '(', '1/4', ')', 'log', 'Z1', '0', 'S', '0d', 'Th', 'S', '(', '1/4', ')', 'log', 'S', '0d', 'Th', ':', 'Now', ',', 'with', 'constant', 'F', 'and', 'b', ',', 'we', 'integrate', '_', 'x', 'td', 'ThI', '_', 'x', 'phid', 'Thdphi', '(', '1/4', ')', 'x', '1d', 'u', 'phid', 'Thdphi', 'Z1', 'Th', 'x', '0d', 'Th', '(', '1/4', ')', 'FZ1', 'x', 'phid', 'Thdphi', 'th', 'bZ1', '0', '0', '0', 'S', 'phid', 'ThyS', 'phid', 'Thdphi', '(', '1/4', ')', 'FZ1', 'x', 'phid', 'Thdphi', 'th', 'bZ1', '0', '0', '.']",38
38,-1424938032,0,"['Simple', 'calculations', 'show', 'that', '-', 'cTF-1b', '=', 'R0', ',', 'with', 'R0', 'defined', 'in', 'equation', '(', '18', ')', '.']",39
39,-1424938032,1,"['Denoting', 'F0', '=', '-', 'cTF-1x', '(', '0', ')', ',', 'we', 'have', 'F0', 'th', 'R0', 's', '0d', 'th', 'S', 'D', 'th', '(', '1/4', ')', 'log', 's', '0d', 'th', 's', '.']",40
40,-1581650974,0,"['where', 'r1', '=', 'epsilon', '+', 'zeta', '+', 'lambda', ',', 'r2', '=', 'eta', '+', 'rho', ',', 'r3', '=', 'theta', '+', 'mu', '+', 'kappa', ',', 'r4', '=', 'nu', '+', 'xi', 'and', 'r5', '=', 'sigma', '+', 'tau', '.']",41
41,-1581650974,1,"['The', 'remaining', 'variables', 'satisfy', 'the', 'differential', 'equations', 'd14Th', '_', 'SdtTh', '(', '1/4', ')', 'SdtThySdtTh', '.']",42
42,-1608262401,0,"['Policy', 'information', 'about', 'availability', 'of', 'data', 'All', 'manuscripts', 'must', 'include', 'a', 'data', 'availability', 'statement', '.']",43
43,-1608262401,1,"['This', 'statement', 'should', 'provide', 'the', 'following', 'information', ',', 'where', 'applicable', ':', 'Accession', 'codes', ',', 'unique', 'identifiers', ',', 'or', 'web', 'links', 'for', 'publicly', 'available', 'datasets', 'A', 'list', 'of', 'figures', 'that', 'have', 'associated', 'raw', 'data', 'A', 'description', 'of', 'any', 'restrictions', 'on', 'data', 'availability', 'All', 'the', 'data', 'we', 'used', 'have', 'been', 'made', 'publicly', 'available', ',', 'daily', ',', 'by', 'the', 'Italian', 'Ministry', 'of', 'Health', ';', 'we', 'provide', 'a', 'table', 'that', 'collects', 'all', 'raw', 'data', 'as', 'Supplementary', 'Information', '.']",44
44,-1608262401,2,"['Raw', 'data', 'are', 'also', 'included', 'in', 'the', 'Extended', 'Data', 'figure', '3', '.']",45
45,-1621144337,0,"['Fig.', '2', '|', 'Fitted', 'and', 'predicted', 'epidemic', 'evolution', '.']",46
46,-1621144337,1,"['Epidemic', 'evolution', 'predicted', 'by', 'the', 'model', 'based', 'on', 'the', 'available', 'data', 'about', 'the', 'COVID-19', 'outbreak', 'in', 'Italy', '.']",47
47,-1621144337,2,"['a', ',', 'b', ',', 'The', 'short-term', 'epidemic', 'evolution', 'obtained', 'by', 'reproducing', 'the', 'data', 'trend', 'with', 'the', 'model', '.']",48
48,-1621144337,3,"['c', ',', 'd', ',', 'The', 'long-term', 'predicted', 'evolution', 'over', 'a', '350-day', 'horizon', '.']",49
49,-1621144337,4,"['a', ',', 'c', ',', 'The', 'difference', 'between', 'the', 'actual', 'evolution', 'of', 'the', 'epidemic', '(', 'solid', 'lines', ';', 'this', 'refers', 'to', 'all', 'cases', 'of', 'infection', ',', 'both', 'diagnosed', 'and', 'non', 'diagnosed', ',', 'predicted', 'by', 'the', 'model', ',', 'although', 'non', 'diagnosed', 'cases', 'are', 'of', 'course', 'not', 'counted', 'in', 'the', 'data', ')', 'and', 'the', 'diagnosed', 'epidemic', 'evolution', '(', 'dashed', 'lines', ';', 'this', 'refers', 'to', 'all', 'cases', 'that', 'have', 'been', 'diagnosed', 'and', 'are', 'thus', 'reported', 'in', 'the', 'data', ')', '.']",50
50,-1621144337,5,"['The', 'plots', 'in', 'b', 'and', 'd', 'distinguish', 'between', 'the', 'different', 'categories', 'of', 'infected', 'patients', ':', 'non', 'diagnosed', 'asymptomatic', '(', 'ND', 'AS', ')', ',', 'diagnosed', 'asymptomatic', '(', 'D', 'AS', ')', ',', 'non', 'diagnosed', 'symptomatic', '(', 'ND', 'S', ')', ',', 'diagnosed', 'symptomatic', '(', 'D', 'S', ')', 'and', 'diagnosed', 'with', 'life-threatening', 'symptoms', '(', 'D', 'IC', ')', '.']",51
51,-1621144337,6,"['Note', 'that', 'a', ',', 'c', 'and', 'b', ',', 'd', 'have', 'different', 'scales', '.']",52
52,-1670859815,0,"['Nature', 'Research', 'wishes', 'to', 'improve', 'the', 'reproducibility', 'of', 'the', 'work', 'that', 'we', 'publish', '.']",53
53,-1670859815,1,"['This', 'form', 'provides', 'structure', 'for', 'consistency', 'and', 'transparency', 'in', 'reporting', '.']",54
54,-1670859815,2,"['For', 'further', 'information', 'on', 'Nature', 'Research', 'policies', ',', 'see', 'Authors', '&', 'Referees', 'and', 'the', 'Editorial', 'Policy', 'Checklist', '.']",55
55,-1752978231,0,"['Gamma', 'Delta', '0', 'yS', 'TD', 'th', '(', '1/4', ')', 'C', '>', 'x', 'TD', 'th', '(', '1/4', ')', 'Alpha', 'Beta', '(', '1/2', ')', 'xdtTh', 'd10Th', '.']",56
56,-1754395896,0,"['Extended', 'Data', 'Fig.', '5', '|', 'Sensitivity', 'analysis', 'with', 'respect', 'to', 'beta', '.']",57
57,-1754395896,1,"['Sensitivity', 'analysis', 'showing', 'the', 'effect', 'of', 'varying', 'the', 'transmission', 'coefficient', 'beta', ',', 'whose', 'nominal', 'value', 'is', 'beta', '=0', '.0050', ',', 'after', 'day', '50', '.']",58
58,-1754395896,2,"['We', 'multiply', 'the', 'nominal', 'value', 'of', 'beta', 'by', '0.5', ',', '0.8', ',', '1', ',', '1.2', ',', '2', ',', 'and', 'show', 'the', 'corresponding', 'evolution', 'of', 'the', 'model', 'variables', '.']",59
59,-1754395896,3,"['Panel', '(', 'a', ')', 'shows', 'the', 'variation', 'in', 'the', 'total', 'number', 'of', 'cases', ',', 'panel', '(', 'b', ')', 'in', 'the', 'number', 'of', 'recovered', 'individuals', '(', 'green', ')', 'and', 'deaths', '(', 'black', ')', ',', 'panel', '(', 'c', ')', 'in', 'the', 'total', 'number', 'of', 'currently', 'infected', 'individuals', ',', 'panels', '(', 'd', ')', '-', '(', 'h', ')', 'in', 'the', 'number', 'of', 'infected', 'in', 'different', 'categories', '.']",60
60,-1754395896,4,"['Increasing', 'beta', 'increases', 'all', 'the', 'curves', ',', 'although', 'the', 'sensitivity', 'is', 'smaller', 'than', 'with', 'respect', 'to', 'alpha', '.']",61
61,-1900901406,0,"['Last', 'updated', 'by', 'author', '(', 'S', ')', ':', 'APR', '4', ',', '2020', '.']",62
62,-191520119,0,"['Acknowledgements', 'We', 'acknowledge', 'the', 'huge', 'efforts', 'of', 'the', 'whole', 'COVID-19', 'IRCCS', 'San', 'Matteo', 'Pavia', 'Task', 'Force', '.']",63
63,-191520119,1,"['ID', 'staff', ':', 'R.', 'Bruno', ',', 'M.U', '.']",64
64,-191520119,2,"['Mondelli', ',', 'E.', 'Brunetti', ',', 'A.', 'Di', 'Matteo', ',', 'E.', 'Seminari', ',', 'L.', 'Maiocchi', ',', 'v.', 'Zuccaro', ',', 'L.', 'Pagnucco', ',', 'B.', 'Mariani', ',', 'S.', 'Ludovisi', ',', 'R.', 'Lissandrin', ',', 'A.', 'Parisi', ',', 'P.', 'Sacchi', ',', 'S.F.A', '.']",65
65,-191520119,3,"['Patruno', ',', 'G.', 'Michelone', ',', 'R.', 'Gulminetti', ',', 'D.', 'Zanaboni', ',', 'S.', 'Novati', ',', 'R.', 'Maserati', ',', 'P.', 'Orsolini', ',', 'M.', 'Vecchia', '.']",66
66,-191520119,4,"['ID', 'residents', ':', 'M.', 'Sciarra', ',', 'E.', 'Asperges', ',', 'M.', 'Colaneri', ',', 'A.', 'Di', 'Filippo', ',', 'm.', 'Sambo', ',', 'S.', 'Biscarini', ',', 'M.', 'Lupi', ',', 'S.', 'Roda', ',', 'T.', 'Chiara', 'Pieri', ',', 'i.', 'Gallazzi', ',', 'M.', 'Sachs', ',', 'P.', 'Valsecchi', '.']",67
67,-191520119,5,"['Emergency', 'CARE', 'unit', '(', 'ECU', ')', 'staff', ':', 'S.', 'Perlini', ',', 'C.', 'Alfano', ',', 'M.', 'Bonzano', ',', 'F.', 'Briganti', ',', 'G.', 'Crescenzi', ',', 'A.G.', 'Falchi', ',', 'R.', 'Guarnone', ',', 'B.', 'Guglielmana', ',', 'E.', 'Maggi', ',', 'i.', 'Martino', ',', 'P.', 'Pettenazza', ',', 'S.', 'Pioli', 'Di', 'Marco', ',', 'F.', 'Quaglia', ',', 'A.', 'Sabena', ',', 'F.', 'Salinaro', ',', 'F.', 'Speciale', ',', 'i.', 'Zunino', '.']",68
68,-191520119,6,"['ECU', 'residents', ':', 'M.', 'de', 'Lorenzo', ',', 'G.', 'Secco', ',', 'L.', 'Dimitry', ',', 'G.', 'Cappa', ',', 'i.', 'Maisak', ',', 'B.', 'Chiodi', ',', 'm.', 'Sciarrini', ',', 'B.', 'Barcella', ',', 'F.', 'Resta', ',', 'L.', 'Moroni', ',', 'G.', 'Vezzoni', ',', 'L.', 'Scattaglia', ',', 'E.', 'Boscolo', ',', 'C.', 'Zattera', ',', 'm.', 'Fidel', 'Tassi', ',', 'v.', 'Capozza', ',', 'D.', 'Vignaroli', ',', 'm.', 'Bazzini', '.']",69
69,-191520119,7,"['Intensive', 'care', 'unit', ':', 'G.', 'Iotti', ',', 'F.', 'Mojoli', ',', 'M.', 'Belliato', ',', 'L.', 'Perotti', ',', 'S.', 'Mongodi', ',', 'G.', 'Tavazzi', '.']",70
70,-191520119,8,"['Paediatric', 'unit', ':', 'G.', 'Marseglia', ',', 'A.', 'Licari', ',', 'i.', 'Brambilla', '.']",71
71,-191520119,9,"['Virology', 'staff', ':', 'D.', 'Barbarini', ',', 'A.', 'Bruno', ',', 'P.', 'Cambieri', ',', 'G.', 'Campanini', ',', 'G.', 'Comolli', ',', 'm.', 'Corbella', ',', 'R.', 'Daturi', ',', 'M.', 'Furione', ',', 'B.', 'Mariani', ',', 'R.', 'Maserati', ',', 'E.', 'Monzillo', ',', 'S.', 'Paolucci', ',', 'M.', 'Parea', ',', 'E.', 'Percivalle', ',', 'A.', 'Piralla', ',', 'F.', 'Rovida', ',', 'A.', 'Sarasini', ',', 'M.', 'Zavattoni', '.']",72
72,-191520119,10,"['Virology', 'Technical', 'staff', ':', 'G.', 'Adzasehoun', ',', 'L.', 'Bellotti', ',', 'E.', 'Cabano', ',', 'G.', 'Casali', ',', 'L.', 'Dossena', ',', 'G.', 'Frisco', ',', 'G.', 'Garbagnoli', ',', 'A.', 'Girello', ',', 'v.', 'Landini', ',', 'C.', 'Lucchelli', ',', 'v.', 'Maliardi', ',', 'S.', 'Pezzaia', ',', 'm.', 'Premoli', '.']",73
73,-191520119,11,"['Virology', 'residents', ':', 'A.', 'Bonetti', ',', 'G.', 'Caneva', ',', 'i.', 'Cassaniti', ',', 'A.', 'Corcione', ',', 'R.', 'Di', 'Martino', ',', 'A.', 'Di', 'Napoli', ',', 'A.', 'Ferrari', ',', 'G.', 'Ferrari', ',', 'L.', 'Fiorina', ',', 'F.', 'Giardina', ',', 'A.', 'Mercato', ',', 'F.', 'Novazzi', ',', 'G.', 'Ratano', ',', 'B.', 'Rossi', ',', 'I.M.', 'Sciabica', ',', 'M.', 'Tallarita', ',', 'E.', 'Vecchio', 'Nepita', ',', 'P.', 'Marone', '.']",74
74,-191520119,12,"['Pharmacy', 'unit', ':', 'M.', 'Calvi', ',', 'M.', 'Tizzoni', '.']",75
75,-191520119,13,"['Hospital', 'leadership', ':', 'C.', 'Nicora', ',', 'A.', 'Triarico', ',', 'v.', 'Petronella', ',', 'C.', 'Marena', ',', 'A.', 'Muzzi', ',', 'P.', 'Lago', ',', 'S.', 'Cutti', ',', 'v.', 'Novelli', '.']",76
76,-191520119,14,"['Data', 'unit', ':', 'F.', 'Comandatore', ',', 'G.', 'Bissignandi', ',', 'S.', 'Gaiarsa', ',', 'M.', 'Rettani', ',', 'C.', 'Bandi', ',', 'A.', 'Ferrari', '.']",77
77,-191520119,15,"['Also', ',', 'we', 'acknowledge', 'financial', 'support', 'through', 'Italian', 'grant', 'Prin', '2017', ""'"", 'monitoring', 'and', 'control', 'underpinning', 'the', 'Energy-Aware', 'factory', 'of', 'the', 'future', ':', 'Novel', 'Methodologies', 'and', 'Industrial', 'Validation', ""'"", '(', 'ID', '2017ykxyxj', ')', '.']",78
78,-1974636276,0,"['The', 'transfer', 'function', 'from', 'u', 'to', 'yS', 'in', 'the', 'system', '(', '9', ')', '-', '(', '13', ')', 'is', 'G', '(', 's', ')', '=', 'N', '(', 's', ')', '/', 'D', '(', 's', ')', '.']",79
79,-1974636276,1,"['Because', 'the', 'system', 'is', 'positive', ',', 'the', 'Hinfinity', 'norm', 'of', 'G', '(', 's', ')', 'is', 'equal', 'to', 'the', 'static', 'gain', 'G', '(', '0', ')', '=', 'N', '(', '0', ')', '/', 'D', '(', '0', ')', '.']",80
80,-1974636276,2,"['Then', ',', 'by', 'standard', 'root', 'locus', '(', 'small', 'gain', 'argument', ')', 'on', 'the', 'positive', 'system', 'G', '(', 's', ')', ',', 'we', 'can', 'say', 'that', 'the', 'polynomial', 'is', 'Hurwitz', '(', 'all', 'roots', 'in', 'the', 'left-hand', 'plane', ')', 'if', ',', 'which', 'proves', 'the', 'result', '.']",81
81,-1974636276,3,"['and', 'only', 'if', 'expression', '(', '17', ')', 'holds', ',', 'where', 'S', '*', '(', '1/4', ')', '1', '=', 'G', '0d', 'Th', 'I', 'We', 'observe', 'that', ',', 'therefore', ',', 'we', 'are', 'well', 'justified', 'to', 'define', 'the', 'basic', 'reproduction', 'parameter', '1', 'alpha', 'th', 'betaepsilon', '=', 'r2', 'th', 'gammazeta', '=', 'r3', 'th', 'delta', 'etaepsilon', '=', 'r2r4', 'd', 'd', 'Th', 'th', 'zetatheta', '=', 'r3r4', 'd', 'Th', 'Th', 'R0', ':(', '1/4', ')', 'S', '*', '(', '1/4', ')', 'r1', 'and', 'stability', 'of', 'the', 'equilibrium', 'occurs', 'for', 'SR0', '<', '1', '.']",82
82,-1974636276,4,"['I', '(', 'Notice', 'also', 'that', 'R0', '=', 'G', '(', '0', ')', 'is', 'the', 'Hinfinity', 'norm', 'of', 'the', 'transfer', 'function', 'G', '(', 's', ')', '.']",83
83,-1974636276,5,"[')', 'QED', 'The', 'threshold', 'S', '*', 'is', 'of', 'fundamental', 'importance', '.']",84
84,-1974636276,6,"['Because', ',', 'asymptotically', ',', 'I', 'S', '(', 't', ')', 'converges', 'monotonically', 'to', 'a', 'constant', 'S', ',', 'such', 'a', 'constant', 'S', 'must', 'ensure', 'convergence', 'of', 'the', 'IDART', 'subsystem', 'to', 'zero', '(', 'hence', 'stability', ';', 'otherwise', ',', 'S', 'could', 'not', 'converge', 'to', 'S', ')', '.']",85
85,-1974636276,7,"['Therefore', ',', 'we', 'have', 'the', 'following', 'result', '.']",86
86,-1974636276,8,"['Cannot', 'Proposition', '2', '.']",87
87,-1974636276,9,"['For', 'positive', 'initial', 'conditions', ',', 'the', 'limit', 'value', 'S', '(', '1/4', ')', 'lim', 'SdtTh', 't', '!']",88
88,-1974636276,10,"['1', 'exceed', 's', '*', '.']",89
89,-1974636276,11,"['i', 'i', 'proof', 'of', 'Proposition', '2', '.']",90
90,-1974636276,12,"['Because', 'S', '(', 't', ')', 'is', 'monotonically', 'decreasing', 'and', 'non', 'negative', ',', '.']",91
91,-1974636276,13,"['Then', 'the', 'system', 'it', 'has', 'a', 'limit', 'S', '>=0', '.']",92
92,-1974636276,14,"['For', 't', 'large', 'enough', ',', 'we', 'have', 'S', 'td', 'Th', 'S', 'I', 'I', 'converges', 'to', 'the', 'linear', 'system', 'corresponding', 'to', 'the', 'linearization', 'in', 'S.']",93
93,-1974636276,15,"['If', ',', 'by', 'contradiction', ',', 'S', 'renders', 'this', 'system', 'unstable', ',', 'then', 'x(', 't', ')', 'diverges', ',', 'as', 'the', 'Metzler', 'has', 'a', 'positive', 'dominant', 'eigenvalue', '.']",94
94,-1974636276,16,"['In', 'turn', ',', 'this', 'implies', 'that', 'matrix', 'F', 'th', 'b', 'Sc', '>', 'I', 'x(', 't', ')', 'cannot', 'converge', 'to', 'zero', ',', 'hence', 'its', 'components', 'remain', 'positive', ',', 'which', 'means', 'that', 'alphaI', '+', 'betaD', '+', 'gammaA', '+', 'deltaR', '>', '0', 'does', 'not', 'converge', 'to', 'zero', '.']",95
95,-1974636276,17,"['As', 'a', 'consequence', ',', 'also', 'does', 'not', 'converge', 'to', 'zero', ',', 'hence', 'S', '(', 't', ')', 'cannot', '_', 'S', '(', '1/4', ')', 'S', 'alphaI', 'th', 'betaD', 'th', 'gammaA', 'th', 'deltaR', 'd', 'Th', '<0_I_converge_to_a_non-negative_value_\x16S>', '=0', '.']",96
96,-1974636276,18,"['We', 'have', 'reached', 'a', 'contradiction', '.']",97
97,-1974636276,19,"['QED', 'I', 'The', 'threshold', 'value', 'of', 'expression', '(', '17', ')', 'has', 'a', 'deep', 'meaning', '.']",98
98,-1974636276,20,"['The', 'limit', 'S', 'represents', 'the', 'fraction', 'of', 'population', 'that', 'has', 'never', 'been', 'infected', '.']",99
