,doc_id,sentence_id,sentence_text,raw_text,text,sno
13,-1218779747,2,This may explain the difference of the r and rP values in these cases .,This may explain the difference of the r and rP values in these cases .,"BMC Infectious Diseases 2003, 3 s e s a c f o r e b m u N how the daily contact patterns of  people.
The usual number of social contacts of a person is in general higher in big cities like Beijing and Hong Kong while lower in remote area like Inner Mongolia.
This may explain the difference of the r and rP values in these cases.",14
14,-122732999,0,relation rS ( t0 ) = a holds .,relation rS ( t0 ) = a holds .,"relation rS(t0) = a holds.
Note that since R is available from the observations, it follows that the values of I can dR be estimated from the relation (up to the I t .1 ( ) = a dt unknown multiplicative parameter a).
Knowing whether the I has reached its maximum value can be used by the health authorities as a criterion to determine if  the epidemic has entered the decay (extinction) phase.",15
15,-122732999,1,"Note that since R is available from the observations , it follows that the values of I can dR be estimated from the relation ( up to the I t .1 ( ) = a dt unknown multiplicative parameter a ) .","Note that since R is available from the observations , it follows that the values of I can dR be estimated from the relation ( up to the I t .1 ( ) = a dt unknown multiplicative parameter a ) .","relation rS(t0) = a holds.
Note that since R is available from the observations, it follows that the values of I can dR be estimated from the relation (up to the I t .1 ( ) = a dt unknown multiplicative parameter a).
Knowing whether the I has reached its maximum value can be used by the health authorities as a criterion to determine if  the epidemic has entered the decay (extinction) phase.",16
16,-122732999,2,Knowing whether the I has reached its maximum value can be used by the health authorities as a criterion to determine if the epidemic has entered the decay ( extinction ) phase .,Knowing whether the I has reached its maximum value can be used by the health authorities as a criterion to determine if the epidemic has entered the decay ( extinction ) phase .,"relation rS(t0) = a holds.
Note that since R is available from the observations, it follows that the values of I can dR be estimated from the relation (up to the I t .1 ( ) = a dt unknown multiplicative parameter a).
Knowing whether the I has reached its maximum value can be used by the health authorities as a criterion to determine if  the epidemic has entered the decay (extinction) phase.",17
17,-1299349610,0,"BMC Infectious Diseases 2003 , 3 values of a and b for all the different scenarios before the parameters r , rP and aP are chosen to fit the data .","BMC Infectious Diseases 2003 , 3 values of a and b for all the different scenarios before the parameters r , rP and aP are chosen to fit the data .","BMC Infectious Diseases 2003, 3 values of a and b for all the different scenarios before the parameters r, rP and aP are chosen to fit the data.
The second approach is simply choosing all the parameters to fit the data.
We chose the second approach because we do believe that there are also some good reasons for the variations of the parameters a and b in different cases.",18
18,-1299349610,1,The second approach is simply choosing all the parameters to fit the data .,The second approach is simply choosing all the parameters to fit the data .,"BMC Infectious Diseases 2003, 3 values of a and b for all the different scenarios before the parameters r, rP and aP are chosen to fit the data.
The second approach is simply choosing all the parameters to fit the data.
We chose the second approach because we do believe that there are also some good reasons for the variations of the parameters a and b in different cases.",19
19,-1299349610,2,We chose the second approach because we do believe that there are also some good reasons for the variations of the parameters a and b in different cases .,We chose the second approach because we do believe that there are also some good reasons for the variations of the parameters a and b in different cases .,"BMC Infectious Diseases 2003, 3 values of a and b for all the different scenarios before the parameters r, rP and aP are chosen to fit the data.
The second approach is simply choosing all the parameters to fit the data.
We chose the second approach because we do believe that there are also some good reasons for the variations of the parameters a and b in different cases.",20
20,-1469034035,0,the `` dynamic '' protection is when the protective epidemic spreads at the same time with the SARS giving rise to various interference patterns .,the `` dynamic '' protection is when the protective epidemic spreads at the same time with the SARS giving rise to various interference patterns .,the ``dynamic'' protection is when the protective epidemic spreads at the same time with the SARS giving rise to various interference patterns.,21
21,-1582563704,0,"BMC Infectious Diseases 2003 , 3 country , and with people who are highly connected both in terms of travelling and communication , and in genetic background , between the number of cases , as illustrated by the difference between the number of SARS cases in Beijing ( in thousands ) and in Shanghai ( in tens at most ) .","BMC Infectious Diseases 2003 , 3 country , and with people who are highly connected both in terms of travelling and communication , and in genetic background , between the number of cases , as illustrated by the difference between the number of SARS cases in Beijing ( in thousands ) and in Shanghai ( in tens at most ) .","BMC Infectious Diseases 2003, 3 country, and with people who are highly connected both in terms of travelling and communication, and in genetic background, between the number of cases, as illustrated by  the difference between the number of  SARS cases in Beijing (in thousands) and in Shanghai (in tens at most).
Of course one obvious explanation might be a difference in reporting cases (see below), but this looks unlikely in these two cities which are so tightly connected to the rest of the world that it would be difficult to hide such a severe disease.",22
22,-1582563704,1,"Of course one obvious explanation might be a difference in reporting cases ( see below ) , but this looks unlikely in these two cities which are so tightly connected to the rest of the world that it would be difficult to hide such a severe disease .","Of course one obvious explanation might be a difference in reporting cases ( see below ) , but this looks unlikely in these two cities which are so tightly connected to the rest of the world that it would be difficult to hide such a severe disease .","BMC Infectious Diseases 2003, 3 country, and with people who are highly connected both in terms of travelling and communication, and in genetic background, between the number of cases, as illustrated by  the difference between the number of  SARS cases in Beijing (in thousands) and in Shanghai (in tens at most).
Of course one obvious explanation might be a difference in reporting cases (see below), but this looks unlikely in these two cities which are so tightly connected to the rest of the world that it would be difficult to hide such a severe disease.",23
23,-1601579490,0,"becoming immediately infectious , it enters the Exposed class , labeled E , remaining there a fixed period of time .","becoming immediately infectious , it enters the Exposed class , labeled E , remaining there a fixed period of time .","becoming immediately infectious, it enters the Exposed class, labeled E, remaining there a fixed period of  time.
More detailed description of this model will be given in the next section.
It is worth mentioning here that the SEIR model can produce much more interesting and complidR cated I, R and curves.
It is also possible to produce a dt I curve whose values are within a narrow range for a relatively long time interval and result thus in a relatively large Rinfinity.
Note that the SIR model is the limiting case of the SEIR model when the time interval from the infection to onset is zero; for given parameters r and a the total size of the epidemic is the same in the two models; however the duration is longer for the SEIR model which will display lower admission per day curves (or the I curves); if we see this result from the reciprocal point of view, the same level of  admissions per day will result in a higher total epidemic size for the SEIR model than for the SIR model because of  the Exposed class which is ``hidden'' in the sense that it has no effects on the other classes until the individuals move to the Infective class and thus contributing to the propagation of the epidemic.
A numerical illustration of this phenomena is given in Figure 3 that plots the evolution of the S,E, I and R classes for the two models with the same parameters r and a.",24
24,-1601579490,1,More detailed description of this model will be given in the next section .,More detailed description of this model will be given in the next section .,"becoming immediately infectious, it enters the Exposed class, labeled E, remaining there a fixed period of  time.
More detailed description of this model will be given in the next section.
It is worth mentioning here that the SEIR model can produce much more interesting and complidR cated I, R and curves.
It is also possible to produce a dt I curve whose values are within a narrow range for a relatively long time interval and result thus in a relatively large Rinfinity.
Note that the SIR model is the limiting case of the SEIR model when the time interval from the infection to onset is zero; for given parameters r and a the total size of the epidemic is the same in the two models; however the duration is longer for the SEIR model which will display lower admission per day curves (or the I curves); if we see this result from the reciprocal point of view, the same level of  admissions per day will result in a higher total epidemic size for the SEIR model than for the SIR model because of  the Exposed class which is ``hidden'' in the sense that it has no effects on the other classes until the individuals move to the Infective class and thus contributing to the propagation of the epidemic.
A numerical illustration of this phenomena is given in Figure 3 that plots the evolution of the S,E, I and R classes for the two models with the same parameters r and a.",25
25,-1601579490,2,"It is worth mentioning here that the SEIR model can produce much more interesting and complidR cated I , R and curves .","It is worth mentioning here that the SEIR model can produce much more interesting and complidR cated I , R and curves .","becoming immediately infectious, it enters the Exposed class, labeled E, remaining there a fixed period of  time.
More detailed description of this model will be given in the next section.
It is worth mentioning here that the SEIR model can produce much more interesting and complidR cated I, R and curves.
It is also possible to produce a dt I curve whose values are within a narrow range for a relatively long time interval and result thus in a relatively large Rinfinity.
Note that the SIR model is the limiting case of the SEIR model when the time interval from the infection to onset is zero; for given parameters r and a the total size of the epidemic is the same in the two models; however the duration is longer for the SEIR model which will display lower admission per day curves (or the I curves); if we see this result from the reciprocal point of view, the same level of  admissions per day will result in a higher total epidemic size for the SEIR model than for the SIR model because of  the Exposed class which is ``hidden'' in the sense that it has no effects on the other classes until the individuals move to the Infective class and thus contributing to the propagation of the epidemic.
A numerical illustration of this phenomena is given in Figure 3 that plots the evolution of the S,E, I and R classes for the two models with the same parameters r and a.",26
26,-1601579490,3,It is also possible to produce a dt I curve whose values are within a narrow range for a relatively long time interval and result thus in a relatively large Rinfinity .,It is also possible to produce a dt I curve whose values are within a narrow range for a relatively long time interval and result thus in a relatively large Rinfinity .,"becoming immediately infectious, it enters the Exposed class, labeled E, remaining there a fixed period of  time.
More detailed description of this model will be given in the next section.
It is worth mentioning here that the SEIR model can produce much more interesting and complidR cated I, R and curves.
It is also possible to produce a dt I curve whose values are within a narrow range for a relatively long time interval and result thus in a relatively large Rinfinity.
Note that the SIR model is the limiting case of the SEIR model when the time interval from the infection to onset is zero; for given parameters r and a the total size of the epidemic is the same in the two models; however the duration is longer for the SEIR model which will display lower admission per day curves (or the I curves); if we see this result from the reciprocal point of view, the same level of  admissions per day will result in a higher total epidemic size for the SEIR model than for the SIR model because of  the Exposed class which is ``hidden'' in the sense that it has no effects on the other classes until the individuals move to the Infective class and thus contributing to the propagation of the epidemic.
A numerical illustration of this phenomena is given in Figure 3 that plots the evolution of the S,E, I and R classes for the two models with the same parameters r and a.",27
27,-1601579490,4,"Note that the SIR model is the limiting case of the SEIR model when the time interval from the infection to onset is zero ; for given parameters r and a the total size of the epidemic is the same in the two models ; however the duration is longer for the SEIR model which will display lower admission per day curves ( or the I curves ) ; if we see this result from the reciprocal point of view , the same level of admissions per day will result in a higher total epidemic size for the SEIR model than for the SIR model because of the Exposed class which is `` hidden '' in the sense that it has no effects on the other classes until the individuals move to the Infective class and thus contributing to the propagation of the epidemic .","Note that the SIR model is the limiting case of the SEIR model when the time interval from the infection to onset is zero ; for given parameters r and a the total size of the epidemic is the same in the two models ; however the duration is longer for the SEIR model which will display lower admission per day curves ( or the I curves ) ; if we see this result from the reciprocal point of view , the same level of admissions per day will result in a higher total epidemic size for the SEIR model than for the SIR model because of the Exposed class which is `` hidden '' in the sense that it has no effects on the other classes until the individuals move to the Infective class and thus contributing to the propagation of the epidemic .","becoming immediately infectious, it enters the Exposed class, labeled E, remaining there a fixed period of  time.
More detailed description of this model will be given in the next section.
It is worth mentioning here that the SEIR model can produce much more interesting and complidR cated I, R and curves.
It is also possible to produce a dt I curve whose values are within a narrow range for a relatively long time interval and result thus in a relatively large Rinfinity.
Note that the SIR model is the limiting case of the SEIR model when the time interval from the infection to onset is zero; for given parameters r and a the total size of the epidemic is the same in the two models; however the duration is longer for the SEIR model which will display lower admission per day curves (or the I curves); if we see this result from the reciprocal point of view, the same level of  admissions per day will result in a higher total epidemic size for the SEIR model than for the SIR model because of  the Exposed class which is ``hidden'' in the sense that it has no effects on the other classes until the individuals move to the Infective class and thus contributing to the propagation of the epidemic.
A numerical illustration of this phenomena is given in Figure 3 that plots the evolution of the S,E, I and R classes for the two models with the same parameters r and a.",28
28,-1601579490,5,"A numerical illustration of this phenomena is given in Figure 3 that plots the evolution of the S , E , I and R classes for the two models with the same parameters r and a.","A numerical illustration of this phenomena is given in Figure 3 that plots the evolution of the S , E , I and R classes for the two models with the same parameters r and a.","becoming immediately infectious, it enters the Exposed class, labeled E, remaining there a fixed period of  time.
More detailed description of this model will be given in the next section.
It is worth mentioning here that the SEIR model can produce much more interesting and complidR cated I, R and curves.
It is also possible to produce a dt I curve whose values are within a narrow range for a relatively long time interval and result thus in a relatively large Rinfinity.
Note that the SIR model is the limiting case of the SEIR model when the time interval from the infection to onset is zero; for given parameters r and a the total size of the epidemic is the same in the two models; however the duration is longer for the SEIR model which will display lower admission per day curves (or the I curves); if we see this result from the reciprocal point of view, the same level of  admissions per day will result in a higher total epidemic size for the SEIR model than for the SIR model because of  the Exposed class which is ``hidden'' in the sense that it has no effects on the other classes until the individuals move to the Infective class and thus contributing to the propagation of the epidemic.
A numerical illustration of this phenomena is given in Figure 3 that plots the evolution of the S,E, I and R classes for the two models with the same parameters r and a.",29
29,-1741022549,0,Note that two types of protections `` static '' and `` dynamic '' can be seen as particular cases of a double epidemic model : .,Note that two types of protections `` static '' and `` dynamic '' can be seen as particular cases of a double epidemic model : .,Note that two types of protections ``static'' and ``dynamic'' can be seen as particular cases of  a double epidemic model: .,30
30,-1745503263,0,"Results In this paper , we introduce a new epidemic model to study the outbreak of SARS in China .","Results In this paper , we introduce a new epidemic model to study the outbreak of SARS in China .","Results In this paper, we introduce a new epidemic model to study the outbreak of  SARS in China.
We begin with a brief review on a classical epidemic model, the so called Susceptible-Infected-Removed (SIR) model which is simple and useful when one tries to understand the propagation of many real-life epidemics.
We then point out the shortcomings of the SIR model and explain our motivations of building a new epidemic model.
While this new model is still relatively simple, it has some nice properties which makes it possible to model better the outbreak of SARS in Hong Kong and other cities.",31
31,-1745503263,1,"We begin with a brief review on a classical epidemic model , the so called Susceptible-Infected-Removed ( SIR ) model which is simple and useful when one tries to understand the propagation of many real-life epidemics .","We begin with a brief review on a classical epidemic model , the so called Susceptible-Infected-Removed ( SIR ) model which is simple and useful when one tries to understand the propagation of many real-life epidemics .","Results In this paper, we introduce a new epidemic model to study the outbreak of  SARS in China.
We begin with a brief review on a classical epidemic model, the so called Susceptible-Infected-Removed (SIR) model which is simple and useful when one tries to understand the propagation of many real-life epidemics.
We then point out the shortcomings of the SIR model and explain our motivations of building a new epidemic model.
While this new model is still relatively simple, it has some nice properties which makes it possible to model better the outbreak of SARS in Hong Kong and other cities.",32
32,-1745503263,2,We then point out the shortcomings of the SIR model and explain our motivations of building a new epidemic model .,We then point out the shortcomings of the SIR model and explain our motivations of building a new epidemic model .,"Results In this paper, we introduce a new epidemic model to study the outbreak of  SARS in China.
We begin with a brief review on a classical epidemic model, the so called Susceptible-Infected-Removed (SIR) model which is simple and useful when one tries to understand the propagation of many real-life epidemics.
We then point out the shortcomings of the SIR model and explain our motivations of building a new epidemic model.
While this new model is still relatively simple, it has some nice properties which makes it possible to model better the outbreak of SARS in Hong Kong and other cities.",33
33,-1745503263,3,"While this new model is still relatively simple , it has some nice properties which makes it possible to model better the outbreak of SARS in Hong Kong and other cities .","While this new model is still relatively simple , it has some nice properties which makes it possible to model better the outbreak of SARS in Hong Kong and other cities .","Results In this paper, we introduce a new epidemic model to study the outbreak of  SARS in China.
We begin with a brief review on a classical epidemic model, the so called Susceptible-Infected-Removed (SIR) model which is simple and useful when one tries to understand the propagation of many real-life epidemics.
We then point out the shortcomings of the SIR model and explain our motivations of building a new epidemic model.
While this new model is still relatively simple, it has some nice properties which makes it possible to model better the outbreak of SARS in Hong Kong and other cities.",34
34,-1746059847,0,03/17 03/23 03/29 04/04 04/10 04/16 04/22 04/28 05/04 05/10 .,03/17 03/23 03/29 04/04 04/10 04/16 04/22 04/28 05/04 05/10 .,03/17 03/23 03/29 04/04 04/10 04/16 04/22 04/28 05/04 05/10 .,35
35,-1751905996,0,There are two important figures one would like to know from the SIR model .,There are two important figures one would like to know from the SIR model .,"There are two important figures one would like to know from the SIR model.
First, the limiting value Rinfinity, called the total size of  the epidemic which is the total number of people having the disease at the end of the epidemic.
Second, R0 = r/a, the basic reproduction number which is the average number of secondary infections produced when one infected individual is introduced into a host population where everyone is susceptible.
For many deterministic epidemic models, an infection can get started in a fully susceptible population if and only if R0>1.
For the other aspects of the SIR model, the reader may consult refs [7,8] and [9].",36
36,-1751905996,1,"First , the limiting value Rinfinity , called the total size of the epidemic which is the total number of people having the disease at the end of the epidemic .","First , the limiting value Rinfinity , called the total size of the epidemic which is the total number of people having the disease at the end of the epidemic .","There are two important figures one would like to know from the SIR model.
First, the limiting value Rinfinity, called the total size of  the epidemic which is the total number of people having the disease at the end of the epidemic.
Second, R0 = r/a, the basic reproduction number which is the average number of secondary infections produced when one infected individual is introduced into a host population where everyone is susceptible.
For many deterministic epidemic models, an infection can get started in a fully susceptible population if and only if R0>1.
For the other aspects of the SIR model, the reader may consult refs [7,8] and [9].",37
37,-1751905996,2,"Second , R0 = r / a , the basic reproduction number which is the average number of secondary infections produced when one infected individual is introduced into a host population where everyone is susceptible .","Second , R0 = r / a , the basic reproduction number which is the average number of secondary infections produced when one infected individual is introduced into a host population where everyone is susceptible .","There are two important figures one would like to know from the SIR model.
First, the limiting value Rinfinity, called the total size of  the epidemic which is the total number of people having the disease at the end of the epidemic.
Second, R0 = r/a, the basic reproduction number which is the average number of secondary infections produced when one infected individual is introduced into a host population where everyone is susceptible.
For many deterministic epidemic models, an infection can get started in a fully susceptible population if and only if R0>1.
For the other aspects of the SIR model, the reader may consult refs [7,8] and [9].",38
38,-1751905996,3,"For many deterministic epidemic models , an infection can get started in a fully susceptible population if and only if R0 > 1 .","For many deterministic epidemic models , an infection can get started in a fully susceptible population if and only if R0 > 1 .","There are two important figures one would like to know from the SIR model.
First, the limiting value Rinfinity, called the total size of  the epidemic which is the total number of people having the disease at the end of the epidemic.
Second, R0 = r/a, the basic reproduction number which is the average number of secondary infections produced when one infected individual is introduced into a host population where everyone is susceptible.
For many deterministic epidemic models, an infection can get started in a fully susceptible population if and only if R0>1.
For the other aspects of the SIR model, the reader may consult refs [7,8] and [9].",39
39,-1751905996,4,"For the other aspects of the SIR model , the reader may consult refs [ 7,8 ] and [ 9 ] .","For the other aspects of the SIR model , the reader may consult refs [ 7,8 ] and [ 9 ] .","There are two important figures one would like to know from the SIR model.
First, the limiting value Rinfinity, called the total size of  the epidemic which is the total number of people having the disease at the end of the epidemic.
Second, R0 = r/a, the basic reproduction number which is the average number of secondary infections produced when one infected individual is introduced into a host population where everyone is susceptible.
For many deterministic epidemic models, an infection can get started in a fully susceptible population if and only if R0>1.
For the other aspects of the SIR model, the reader may consult refs [7,8] and [9].",40
40,-1796292361,0,"Case a First , we assume that IP ( 0 ) = 0.5 million , that is 0.5 million Hong Kong people are infected by disease B.","Case a First , we assume that IP ( 0 ) = 0.5 million , that is 0.5 million Hong Kong people are infected by disease B.","Case a First, we assume that IP(0) = 0.5 million, that is 0.5 million Hong Kong people are infected by  disease B.
This assumption is quite reasonable because we believe that disease B is caused by a gastro-enteritis virus which is usually highly contagious.
Since the population of  Hong Kong is about 6.8 million, we therefore assume that S(0) = 6.8 - 0.5 = 6.3 million.
We then assume rather arbitrarily that E(0) = 100 and i(0) = 50.
With these initial conditions, we tried to search the parameter values by  a gradient-based optimization algorithm.
The result is if we use the parameter values r = 10.19 x 10-8, rP = 7.079 x 108, a = 0.47, aP = 0.461 and b = 0.103, then the resulting curve for R fits very well with the observed total number of confirmed cases of SARS from the community.
We fit the model with the total number of confirmed cases from 17 March, 2003 to 10 May, 2003 (totally 55 days).
Figure 4 is the curve for R, while figure 5 shows the expected and observed daily new cases.
The limiting value of the curve R is 1011.",41
41,-1796292361,1,This assumption is quite reasonable because we believe that disease B is caused by a gastro-enteritis virus which is usually highly contagious .,This assumption is quite reasonable because we believe that disease B is caused by a gastro-enteritis virus which is usually highly contagious .,"Case a First, we assume that IP(0) = 0.5 million, that is 0.5 million Hong Kong people are infected by  disease B.
This assumption is quite reasonable because we believe that disease B is caused by a gastro-enteritis virus which is usually highly contagious.
Since the population of  Hong Kong is about 6.8 million, we therefore assume that S(0) = 6.8 - 0.5 = 6.3 million.
We then assume rather arbitrarily that E(0) = 100 and i(0) = 50.
With these initial conditions, we tried to search the parameter values by  a gradient-based optimization algorithm.
The result is if we use the parameter values r = 10.19 x 10-8, rP = 7.079 x 108, a = 0.47, aP = 0.461 and b = 0.103, then the resulting curve for R fits very well with the observed total number of confirmed cases of SARS from the community.
We fit the model with the total number of confirmed cases from 17 March, 2003 to 10 May, 2003 (totally 55 days).
Figure 4 is the curve for R, while figure 5 shows the expected and observed daily new cases.
The limiting value of the curve R is 1011.",42
