event_id,event,ctx,dist,sentence_text,tags,entities,chunks
E:-1325102996,Current government instructions are based on a three-tier regional risk assessment,italy,16,"In Italy , it has been estimated that a weekly total of 50,552 operations have been cancelled over the 12-week period of peak disruption .","IN,NNP,,,PRP,VBZ,VBN,VBN,IN,DT,JJ,NN,IN,CD,NNS,VBP,VBN,VBN,IN,DT,JJ,NN,IN,JJ,NN,.","O,COUNTRY,O,O,O,O,O,O,O,SET,O,O,NUMBER,O,O,O,O,O,O,DURATION,O,O,O,O,O","B-PP,B-NP,O,B-NP,B-VP,I-VP,I-VP,B-SBAR,B-NP,I-NP,I-NP,B-PP,B-NP,I-NP,B-VP,I-VP,I-VP,B-PP,B-NP,I-NP,I-NP,B-PP,B-NP,I-NP,O"
E:-468736132,"daily rise of COVID-19 cases and related deaths, which led to the re-introduction of movement restrictions, curfews and early daily closures of businesses",italy,0,"At the time of writing , Italy was still experiencing a daily rise of COVID-19 cases and related deaths , which led to the re-introduction of movement restrictions , curfews and early daily closures of businesses .","IN,DT,NN,IN,VBG,,,NNP,VBD,RB,VBG,DT,JJ,NN,IN,NN,NNS,CC,JJ,NNS,,,WDT,VBD,TO,DT,NN,IN,NN,NNS,,,NNS,CC,JJ,JJ,NNS,IN,NNS,.","O,O,DATE,O,O,O,COUNTRY,O,O,O,O,SET,O,O,MISC,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,SET,O,O,O,O","B-PP,B-NP,I-NP,B-PP,B-VP,O,B-NP,B-VP,I-VP,I-VP,B-NP,I-NP,I-NP,B-PP,B-NP,I-NP,O,B-NP,I-NP,O,B-NP,B-VP,B-PP,B-NP,I-NP,B-PP,B-NP,I-NP,O,B-NP,O,B-NP,I-NP,I-NP,B-PP,B-NP,O"
E:-1356809400,"2019, the Italian government started",italy,4,"At the time of writing , Italy was still experiencing a daily rise of COVID-19 cases and related deaths , which led to the re-introduction of movement restrictions , curfews and early daily closures of businesses .","IN,DT,NN,IN,VBG,,,NNP,VBD,RB,VBG,DT,JJ,NN,IN,NN,NNS,CC,JJ,NNS,,,WDT,VBD,TO,DT,NN,IN,NN,NNS,,,NNS,CC,JJ,JJ,NNS,IN,NNS,.","O,O,DATE,O,O,O,COUNTRY,O,O,O,O,SET,O,O,MISC,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,SET,O,O,O,O","B-PP,B-NP,I-NP,B-PP,B-VP,O,B-NP,B-VP,I-VP,I-VP,B-NP,I-NP,I-NP,B-PP,B-NP,I-NP,O,B-NP,I-NP,O,B-NP,B-VP,B-PP,B-NP,I-NP,B-PP,B-NP,I-NP,O,B-NP,O,B-NP,I-NP,I-NP,B-PP,B-NP,O"
E:166257913,"which, if completed, will result in a more than doubled overall pre-pandemic capacity",italy,11,"In Italy , it has been estimated that a weekly total of 50,552 operations have been cancelled over the 12-week period of peak disruption .","IN,NNP,,,PRP,VBZ,VBN,VBN,IN,DT,JJ,NN,IN,CD,NNS,VBP,VBN,VBN,IN,DT,JJ,NN,IN,JJ,NN,.","O,COUNTRY,O,O,O,O,O,O,O,SET,O,O,NUMBER,O,O,O,O,O,O,DURATION,O,O,O,O,O","B-PP,B-NP,O,B-NP,B-VP,I-VP,I-VP,B-SBAR,B-NP,I-NP,I-NP,B-PP,B-NP,I-NP,B-VP,I-VP,I-VP,B-PP,B-NP,I-NP,I-NP,B-PP,B-NP,I-NP,O"
E:-1691729564,needs were dependent on the epidemiological development and severity of the COVID-19 outbreak,italy,12,"In Italy , it has been estimated that a weekly total of 50,552 operations have been cancelled over the 12-week period of peak disruption .","IN,NNP,,,PRP,VBZ,VBN,VBN,IN,DT,JJ,NN,IN,CD,NNS,VBP,VBN,VBN,IN,DT,JJ,NN,IN,JJ,NN,.","O,COUNTRY,O,O,O,O,O,O,O,SET,O,O,NUMBER,O,O,O,O,O,O,DURATION,O,O,O,O,O","B-PP,B-NP,O,B-NP,B-VP,I-VP,I-VP,B-SBAR,B-NP,I-NP,I-NP,B-PP,B-NP,I-NP,B-VP,I-VP,I-VP,B-PP,B-NP,I-NP,I-NP,B-PP,B-NP,I-NP,O"
E:-1995612470,capacity to treat surgical patients decrease,italy,17,Remuzzi A and Remuzzi G ( 2020 ) Covid-19 and Italy : What next ?,"NNP,NNP,CC,NNP,NNP,-LRB-,CD,-RRB-,NN,CC,NNP,:,WP,IN,.","PERSON,O,O,PERSON,O,O,DATE,O,O,O,COUNTRY,O,O,O,O","B-NP,I-NP,O,B-NP,I-NP,I-NP,I-NP,I-NP,I-NP,O,B-NP,O,O,O,O"
E:-1987833444,"weekly total of 50,552 operations",italy,0,"In Italy , it has been estimated that a weekly total of 50,552 operations have been cancelled over the 12-week period of peak disruption .","IN,NNP,,,PRP,VBZ,VBN,VBN,IN,DT,JJ,NN,IN,CD,NNS,VBP,VBN,VBN,IN,DT,JJ,NN,IN,JJ,NN,.","O,COUNTRY,O,O,O,O,O,O,O,SET,O,O,NUMBER,O,O,O,O,O,O,DURATION,O,O,O,O,O","B-PP,B-NP,O,B-NP,B-VP,I-VP,I-VP,B-SBAR,B-NP,I-NP,I-NP,B-PP,B-NP,I-NP,B-VP,I-VP,I-VP,B-PP,B-NP,I-NP,I-NP,B-PP,B-NP,I-NP,O"
E:428823888,share which increased by 36% between 2000 and 2017,italy,0,"According to the OECD Health at a Glance Indicators ( OECD , 2019 ) , in 2017 Italy had the largest share ( 55 vs 34 % OECD average ) of medical doctors aged 55 and over among all OECD countries - a share which increased by 36 % between 2000 and 2017 .","VBG,TO,DT,NNP,NNP,IN,DT,NNP,NNPS,-LRB-,NNP,,,CD,-RRB-,,,IN,CD,NNP,VBD,DT,JJS,NN,-LRB-,CD,CC,CD,NN,NNP,JJ,-RRB-,IN,JJ,NNS,JJ,CD,CC,IN,IN,DT,NNP,NNS,:,DT,NN,WDT,VBN,IN,CD,NN,IN,CD,CC,CD,.","O,O,O,ORGANIZATION,ORGANIZATION,O,O,O,O,O,ORGANIZATION,O,DATE,O,O,O,DATE,COUNTRY,O,O,O,O,O,NUMBER,O,PERCENT,PERCENT,O,O,O,O,O,O,O,NUMBER,O,O,O,O,ORGANIZATION,O,O,O,O,O,O,O,PERCENT,PERCENT,O,DATE,DATE,DATE,O","B-PP,B-PP,B-NP,I-NP,I-NP,B-PP,B-NP,I-NP,I-NP,I-NP,I-NP,O,B-NP,I-NP,O,B-PP,B-NP,I-NP,B-VP,B-NP,I-NP,I-NP,B-VP,B-NP,I-NP,I-NP,I-NP,I-NP,I-NP,I-NP,B-PP,B-NP,I-NP,B-ADJP,B-ADVP,I-ADVP,I-ADVP,B-PP,B-NP,I-NP,I-NP,O,B-NP,I-NP,B-NP,B-VP,B-PP,B-NP,I-NP,B-PP,B-NP,I-NP,I-NP,O"
E:260642419,share which increased,italy,0,"According to the OECD Health at a Glance Indicators ( OECD , 2019 ) , in 2017 Italy had the largest share ( 55 vs 34 % OECD average ) of medical doctors aged 55 and over among all OECD countries - a share which increased by 36 % between 2000 and 2017 .","VBG,TO,DT,NNP,NNP,IN,DT,NNP,NNPS,-LRB-,NNP,,,CD,-RRB-,,,IN,CD,NNP,VBD,DT,JJS,NN,-LRB-,CD,CC,CD,NN,NNP,JJ,-RRB-,IN,JJ,NNS,JJ,CD,CC,IN,IN,DT,NNP,NNS,:,DT,NN,WDT,VBN,IN,CD,NN,IN,CD,CC,CD,.","O,O,O,ORGANIZATION,ORGANIZATION,O,O,O,O,O,ORGANIZATION,O,DATE,O,O,O,DATE,COUNTRY,O,O,O,O,O,NUMBER,O,PERCENT,PERCENT,O,O,O,O,O,O,O,NUMBER,O,O,O,O,ORGANIZATION,O,O,O,O,O,O,O,PERCENT,PERCENT,O,DATE,DATE,DATE,O","B-PP,B-PP,B-NP,I-NP,I-NP,B-PP,B-NP,I-NP,I-NP,I-NP,I-NP,O,B-NP,I-NP,O,B-PP,B-NP,I-NP,B-VP,B-NP,I-NP,I-NP,B-VP,B-NP,I-NP,I-NP,I-NP,I-NP,I-NP,I-NP,B-PP,B-NP,I-NP,B-ADJP,B-ADVP,I-ADVP,I-ADVP,B-PP,B-NP,I-NP,I-NP,O,B-NP,I-NP,B-NP,B-VP,B-PP,B-NP,I-NP,B-PP,B-NP,I-NP,I-NP,O"
E:-2103842484,"pre-COVID-19 incidence of medical personnel of about 95 workers per 10,000",italy,1,"And while Italy fares better compared to their European peers in terms of medical professionals ( 4.0 doctors per 1000 population compared with the EU average of 3.6 ) , Italy has the lowest doctor-to-nurse ratio in the OECD ( 1.4 nurses per doctor ) ( OECD / European Observatory on Health Systems and Policies , 2019 ) .","CC,IN,NNP,NNS,JJR,VBN,TO,PRP$,JJ,NNS,IN,NNS,IN,JJ,NNS,-LRB-,CD,NNS,IN,CD,NN,VBN,IN,DT,NNP,NN,IN,CD,-RRB-,,,NNP,VBZ,DT,JJS,JJ,NN,IN,DT,NNP,-LRB-,CD,NNS,IN,NN,-RRB-,-LRB-,NNP,:,JJ,NN,IN,NNP,NNPS,CC,NNS,,,CD,-RRB-,.","O,O,COUNTRY,O,O,O,O,O,NATIONALITY,O,O,O,O,O,O,O,NUMBER,O,O,DATE,O,O,O,O,LOCATION,O,O,NUMBER,O,O,COUNTRY,O,O,O,O,O,O,O,O,O,NUMBER,O,O,TITLE,O,O,ORGANIZATION,ORGANIZATION,ORGANIZATION,ORGANIZATION,ORGANIZATION,ORGANIZATION,ORGANIZATION,O,O,O,DATE,O,O","O,B-SBAR,B-NP,B-VP,B-ADJP,B-PP,B-PP,B-NP,I-NP,I-NP,B-PP,B-NP,B-PP,B-NP,I-NP,B-VP,B-NP,I-NP,B-PP,B-NP,I-NP,B-PP,B-PP,B-NP,I-NP,I-NP,B-PP,B-NP,I-NP,O,B-NP,B-VP,B-NP,I-NP,I-NP,I-NP,B-PP,B-NP,I-NP,I-NP,I-NP,I-NP,B-PP,B-NP,I-NP,I-NP,I-NP,O,B-NP,I-NP,B-PP,B-NP,I-NP,I-NP,I-NP,O,B-NP,I-NP,O"
E:620437479,"number increased to 13,000 in 2014",italy,1,"And while Italy fares better compared to their European peers in terms of medical professionals ( 4.0 doctors per 1000 population compared with the EU average of 3.6 ) , Italy has the lowest doctor-to-nurse ratio in the OECD ( 1.4 nurses per doctor ) ( OECD / European Observatory on Health Systems and Policies , 2019 ) .","CC,IN,NNP,NNS,JJR,VBN,TO,PRP$,JJ,NNS,IN,NNS,IN,JJ,NNS,-LRB-,CD,NNS,IN,CD,NN,VBN,IN,DT,NNP,NN,IN,CD,-RRB-,,,NNP,VBZ,DT,JJS,JJ,NN,IN,DT,NNP,-LRB-,CD,NNS,IN,NN,-RRB-,-LRB-,NNP,:,JJ,NN,IN,NNP,NNPS,CC,NNS,,,CD,-RRB-,.","O,O,COUNTRY,O,O,O,O,O,NATIONALITY,O,O,O,O,O,O,O,NUMBER,O,O,DATE,O,O,O,O,LOCATION,O,O,NUMBER,O,O,COUNTRY,O,O,O,O,O,O,O,O,O,NUMBER,O,O,TITLE,O,O,ORGANIZATION,ORGANIZATION,ORGANIZATION,ORGANIZATION,ORGANIZATION,ORGANIZATION,ORGANIZATION,O,O,O,DATE,O,O","O,B-SBAR,B-NP,B-VP,B-ADJP,B-PP,B-PP,B-NP,I-NP,I-NP,B-PP,B-NP,B-PP,B-NP,I-NP,B-VP,B-NP,I-NP,B-PP,B-NP,I-NP,B-PP,B-PP,B-NP,I-NP,I-NP,B-PP,B-NP,I-NP,O,B-NP,B-VP,B-NP,I-NP,I-NP,I-NP,B-PP,B-NP,I-NP,I-NP,I-NP,I-NP,B-PP,B-NP,I-NP,I-NP,I-NP,O,B-NP,I-NP,B-PP,B-NP,I-NP,I-NP,I-NP,O,B-NP,I-NP,O"
E:1158695828,number increased,italy,1,"And while Italy fares better compared to their European peers in terms of medical professionals ( 4.0 doctors per 1000 population compared with the EU average of 3.6 ) , Italy has the lowest doctor-to-nurse ratio in the OECD ( 1.4 nurses per doctor ) ( OECD / European Observatory on Health Systems and Policies , 2019 ) .","CC,IN,NNP,NNS,JJR,VBN,TO,PRP$,JJ,NNS,IN,NNS,IN,JJ,NNS,-LRB-,CD,NNS,IN,CD,NN,VBN,IN,DT,NNP,NN,IN,CD,-RRB-,,,NNP,VBZ,DT,JJS,JJ,NN,IN,DT,NNP,-LRB-,CD,NNS,IN,NN,-RRB-,-LRB-,NNP,:,JJ,NN,IN,NNP,NNPS,CC,NNS,,,CD,-RRB-,.","O,O,COUNTRY,O,O,O,O,O,NATIONALITY,O,O,O,O,O,O,O,NUMBER,O,O,DATE,O,O,O,O,LOCATION,O,O,NUMBER,O,O,COUNTRY,O,O,O,O,O,O,O,O,O,NUMBER,O,O,TITLE,O,O,ORGANIZATION,ORGANIZATION,ORGANIZATION,ORGANIZATION,ORGANIZATION,ORGANIZATION,ORGANIZATION,O,O,O,DATE,O,O","O,B-SBAR,B-NP,B-VP,B-ADJP,B-PP,B-PP,B-NP,I-NP,I-NP,B-PP,B-NP,B-PP,B-NP,I-NP,B-VP,B-NP,I-NP,B-PP,B-NP,I-NP,B-PP,B-PP,B-NP,I-NP,I-NP,B-PP,B-NP,I-NP,O,B-NP,B-VP,B-NP,I-NP,I-NP,I-NP,B-PP,B-NP,I-NP,I-NP,I-NP,I-NP,B-PP,B-NP,I-NP,I-NP,I-NP,O,B-NP,I-NP,B-PP,B-NP,I-NP,I-NP,I-NP,O,B-NP,I-NP,O"
E:-1668495985,outbreak of SARS-CoV-2 has unevenly affected Italian regions,italy,18,Key words : Health policy ; covid-19 ; national response ; Italy .,"NN,NNS,:,NNP,NN,:,NN,:,JJ,NN,:,NNP,.","O,O,O,O,O,O,O,O,O,O,O,COUNTRY,O","B-NP,I-NP,O,B-NP,I-NP,O,B-NP,O,B-NP,I-NP,O,B-NP,O"
E:738169968,"Residenza Sanitaria Assistenziale, RSA",italy,0,"Similarly to many European countries and the USA , nursing homes ( Residenza Sanitaria Assistenziale , RSA ) in Italy were particularly hit by the COVID-19 outburst ( Berloto et al ., 2020 ; Ravizza , 2020 ) .","RB,TO,JJ,JJ,NNS,CC,DT,NNP,,,NN,NNS,-LRB-,NNP,NNP,NNP,,,NNP,-RRB-,IN,NNP,VBD,RB,VBN,IN,DT,NN,NN,-LRB-,NNP,FW,FW,FW,CD,:,NNP,,,CD,-RRB-,.","O,O,O,NATIONALITY,O,O,O,COUNTRY,O,O,O,O,O,O,O,O,O,O,O,COUNTRY,O,O,O,O,O,O,O,O,O,O,O,O,DATE,O,PERSON,O,DATE,O,O","B-ADVP,B-PP,B-NP,I-NP,I-NP,O,B-NP,I-NP,O,B-NP,I-NP,I-NP,I-NP,I-NP,I-NP,O,B-NP,B-VP,B-PP,B-NP,B-VP,I-VP,I-VP,B-PP,B-NP,I-NP,I-NP,I-NP,I-NP,I-NP,I-NP,I-NP,I-NP,O,B-NP,O,B-NP,I-NP,O"
